chr	start	end	pct_AST	pct_nonAST	mean_AST	mean_nonAST	log2FC
chr9	27074480	27075372	0.019	0.006	0.044	0.011	1.352
chr9	27105882	27106873	0.006	0.006	0.013	0.012	0.062
chr9	27154860	27155714	0	0.007	0	0.015	-1.315
chr9	27175996	27176802	0.006	0.005	0.013	0.011	0.126
chr9	27191772	27192553	0.025	0.009	0.044	0.019	0.918
chr9	27298715	27299631	0.031	0.012	0.05	0.027	0.706
chr9	27400948	27401829	0.013	0.005	0.025	0.013	0.641
chr9	27409533	27410417	0.019	0.006	0.031	0.011	0.97
chr9	27413782	27414685	0	0.01	0	0.02	-1.585
chr9	27739061	27739975	0.006	0.007	0.019	0.011	0.448
chr9	27790793	27791671	0	0.003	0	0.008	-0.84
chr9	28084183	28085072	0.025	0.002	0.044	0.005	1.883
chr9	28171637	28172526	0	0.006	0	0.011	-1.081
chr9	28197523	28198294	0	0.005	0	0.007	-0.763
chr9	28247583	28248472	0.013	0.007	0.025	0.014	0.526
chr9	28261213	28262056	0.019	0.005	0.038	0.01	1.272
chr9	28329215	28330073	0.013	0.004	0.038	0.009	1.307
chr9	28402964	28403851	0.006	0.008	0.006	0.015	-0.611
chr9	28403989	28404785	0.006	0.004	0.013	0.009	0.262
chr9	28539734	28540631	0.025	0.004	0.063	0.007	2.064
chr9	28691795	28692719	0.013	0.003	0.025	0.01	0.797
chr9	28748513	28749377	0	0.001	0	0.002	-0.302
chr9	29196917	29197680	0.019	0.001	0.031	0.001	1.863
chr9	29390531	29391448	0.019	0.002	0.063	0.004	2.362
chr9	29412155	29412990	0	0.004	0	0.007	-0.802
chr9	29457995	29458887	0	0.003	0	0.007	-0.802
chr9	29650301	29651147	0.013	0.003	0.019	0.007	0.727
chr9	29654749	29655627	0.019	0.005	0.031	0.008	1.211
chr9	29661285	29662224	0.013	0.004	0.025	0.008	0.937
chr9	29832456	29833440	0	0.003	0	0.006	-0.64
chr9	29864719	29865681	0	0.003	0	0.007	-0.802
chr9	29962687	29963573	0.006	0.002	0.013	0.009	0.227
chr9	30003529	30004332	0.013	0.006	0.013	0.013	-0.057
chr9	30137484	30138401	0	0.01	0	0.022	-1.692
chr9	30264494	30265352	0.013	0.009	0.05	0.021	0.964
chr9	30422716	30423587	0.013	0.01	0.038	0.018	0.763
chr9	30426644	30427520	0.013	0.02	0.038	0.047	-0.266
chr9	30438341	30439192	0.013	0.007	0.019	0.016	0.162
chr9	30448027	30448879	0.025	0.007	0.069	0.015	1.67
chr9	30480283	30481145	0.038	0.016	0.075	0.037	0.871
chr9	30896553	30897463	0.013	0.004	0.038	0.009	1.307
chr9	30922101	30923006	0.006	0.005	0.013	0.009	0.262
chr9	30936540	30937503	0.006	0.007	0.013	0.015	-0.14
chr9	30943041	30943624	0.013	0.003	0.025	0.005	1.218
chr9	31030011	31030836	0.019	0.009	0.038	0.019	0.716
chr9	31082014	31082855	0.013	0.005	0.019	0.009	0.581
chr9	31086085	31086968	0.013	0.005	0.025	0.012	0.701
chr9	31097292	31098075	0.069	0.005	0.113	0.009	2.675
chr9	31150857	31151750	0.013	0.007	0.025	0.015	0.499
chr9	31211460	31212354	0.013	0.024	0.019	0.052	-1.104
chr9	31280180	31281070	0.031	0.027	0.075	0.051	0.483
chr9	31305082	31305952	0	0.003	0	0.006	-0.682
chr9	31348605	31349493	0.019	0.005	0.05	0.009	1.644
chr9	31385716	31386606	0.019	0.011	0.031	0.024	0.298
chr9	31400126	31401050	0.006	0.005	0.013	0.011	0.094
chr9	31543115	31544019	0	0.008	0	0.019	-1.516
chr9	31553118	31554021	0.006	0.004	0.013	0.01	0.159
chr9	31559280	31560166	0.006	0.006	0.013	0.015	-0.14
chr9	31582804	31583678	0	0.003	0	0.007	-0.802
chr9	31609902	31610763	0	0.007	0	0.015	-1.342
chr9	31687746	31688616	0.025	0.004	0.057	0.009	1.822
chr9	31757939	31758801	0.013	0.008	0.05	0.013	1.361
chr9	31837815	31838699	0.025	0.006	0.063	0.011	1.817
chr9	31912526	31913407	0.013	0.005	0.025	0.01	0.797
chr9	31925613	31926483	0.019	0.006	0.05	0.013	1.39
chr9	31971557	31972473	0.013	0.005	0.019	0.008	0.652
chr9	32016029	32016928	0	0.007	0	0.014	-1.288
chr9	32031877	32032800	0.013	0.007	0.019	0.013	0.356
chr9	32271731	32272618	0.013	0.011	0.025	0.024	0.041
chr9	32405036	32405924	0	0.007	0	0.013	-1.232
chr9	32408722	32409605	0	0.005	0	0.008	-0.877
chr9	32434405	32435273	0.013	0.003	0.019	0.006	0.89
chr9	32443609	32444562	0	0.007	0	0.018	-1.468
chr9	32455883	32456781	0	0.005	0	0.01	-1.016
chr9	32467452	32468062	0.006	0.003	0.013	0.004	0.671
chr9	32585226	32586091	0	0.006	0	0.013	-1.203
chr9	32589676	32590555	0.006	0.007	0.013	0.014	-0.113
chr9	32591537	32592371	0.025	0.008	0.057	0.016	1.368
chr9	32671901	32672815	0	0.004	0	0.009	-0.913
chr9	32695572	32696477	0.025	0.014	0.05	0.032	0.519
chr9	32764187	32765062	0.013	0.008	0.025	0.017	0.37
chr9	32834957	32835836	0.006	0.003	0.013	0.007	0.412
chr9	32940256	32941100	0	0.007	0	0.014	-1.26
chr9	33095356	33096250	0	0.006	0	0.011	-1.081
chr9	33259900	33260825	0.025	0.009	0.05	0.02	0.986
chr9	33281604	33282515	0.006	0.004	0.013	0.008	0.298
chr9	33680912	33681767	0	0.006	0	0.012	-1.143
chr9	33860413	33861282	0	0.005	0	0.011	-1.049
chr9	34035865	34036724	0.006	0.002	0.006	0.006	0.064
chr9	34054398	34055178	0.013	0.004	0.019	0.007	0.727
chr9	34279718	34280716	0.006	0.005	0.025	0.013	0.641
chr9	34371200	34372034	0.013	0.004	0.025	0.008	0.937
chr9	34448205	34449130	0	0.003	0	0.006	-0.64
chr9	34457820	34458641	0.006	0.005	0.013	0.013	-0.028
chr9	34471167	34471992	0.006	0.003	0.006	0.01	-0.279
chr9	34485490	34486426	0.025	0.007	0.044	0.013	1.231
chr9	34498398	34499323	0.013	0.01	0.025	0.02	0.207
chr9	34541642	34542438	0.006	0.003	0.013	0.007	0.373
chr9	34558406	34559202	0.006	0.006	0.013	0.01	0.159
chr9	34650270	34651207	0.006	0.004	0.013	0.008	0.335
chr9	34847403	34848254	0	0.006	0	0.011	-1.081
chr9	34861514	34862380	0.006	0.003	0.013	0.007	0.373
chr9	34912664	34913496	0	0.004	0	0.008	-0.84
chr9	34985847	34986740	0.019	0.003	0.038	0.006	1.573
chr9	34993587	34994467	0	0.003	0	0.007	-0.763
chr9	35030496	35031387	0	0.004	0	0.01	-0.983
chr9	35108692	35109575	0.013	0.007	0.025	0.014	0.526
chr9	35175565	35176416	0	0.007	0	0.012	-1.113
chr9	35188599	35189456	0.006	0.005	0.025	0.013	0.611
chr9	35199494	35200403	0.019	0.017	0.025	0.041	-0.547
chr9	35210588	35211510	0.013	0.029	0.031	0.063	-0.821
chr9	35267433	35268289	0.044	0.016	0.119	0.036	1.5
chr9	35282056	35282973	0.006	0.005	0.019	0.009	0.581
chr9	35304944	35305852	0	0.011	0	0.022	-1.692
chr9	35330934	35331837	0.006	0.011	0.006	0.022	-0.967
chr9	35360224	35361141	0.006	0.003	0.013	0.005	0.579
chr9	35421064	35421952	0.057	0.02	0.126	0.042	1.376
chr9	35523853	35524743	0.031	0.004	0.057	0.008	1.895
chr9	35534780	35535677	0.013	0.015	0.038	0.034	0.12
chr9	35541109	35542178	0.013	0.006	0.025	0.012	0.671
chr9	35557874	35558727	0.013	0.004	0.019	0.007	0.766
chr9	35559051	35559925	0.006	0.009	0.006	0.019	-0.835
chr9	35569762	35570685	0.031	0.017	0.063	0.035	0.7
chr9	35573911	35574805	0.006	0.002	0.006	0.006	0.064
chr9	35592630	35593476	0.013	0.006	0.019	0.011	0.448
chr9	36726220	36727088	0.031	0.009	0.044	0.02	0.872
chr9	36767328	36768244	0.013	0.037	0.038	0.081	-0.929
chr9	36796922	36797811	0.006	0.011	0.013	0.02	-0.432
chr9	36821439	36822287	0.006	0.006	0.013	0.013	-0.057
chr9	36832449	36833326	0.019	0.009	0.025	0.018	0.322
chr9	36849798	36850649	0	0.004	0	0.008	-0.84
chr9	36865147	36865981	0.006	0.005	0.013	0.013	0.002
chr9	36884837	36885568	0.006	0.003	0.006	0.005	0.153
chr9	36890326	36891212	0.006	0.008	0.019	0.018	0.037
chr9	36894707	36895601	0.006	0.01	0.013	0.021	-0.454
chr9	36916229	36917207	0.013	0.01	0.038	0.021	0.627
chr9	36933360	36934272	0.006	0.008	0.019	0.022	-0.163
chr9	36970451	36971263	0	0.005	0	0.008	-0.877
chr9	37053745	37054655	0.013	0.012	0.031	0.024	0.278
chr9	37120547	37121458	0	0.004	0	0.008	-0.877
chr9	37146914	37147729	0.006	0.02	0.013	0.036	-1.035
chr9	37176848	37177807	0.013	0.009	0.038	0.019	0.716
chr9	37207755	37208669	0.088	0.042	0.182	0.1	0.801
chr9	37229655	37230569	0.038	0.015	0.088	0.033	1.189
chr9	37254969	37255713	0.013	0.006	0.025	0.011	0.765
chr9	37347931	37348835	0.006	0.011	0.013	0.024	-0.598
chr9	37351007	37351901	0.006	0.002	0.013	0.004	0.671
chr9	37406137	37406980	0.006	0.002	0.013	0.003	0.768
chr9	37407785	37408695	0.013	0.007	0.025	0.017	0.37
chr9	37420448	37421316	0.013	0.016	0.038	0.035	0.075
chr9	37430334	37431210	0.006	0.009	0.013	0.019	-0.364
chr9	37456206	37457117	0	0.008	0	0.019	-1.539
chr9	37488710	37489586	0.025	0.018	0.044	0.039	0.153
chr9	37530518	37531514	0.019	0.008	0.05	0.017	1.149
chr9	37544341	37545260	0.013	0.006	0.025	0.012	0.701
chr9	37552273	37553167	0.006	0.012	0.013	0.026	-0.693
chr9	37567440	37568447	0	0.006	0	0.014	-1.288
chr9	37576169	37577092	0	0.01	0	0.025	-1.812
chr9	37613323	37614248	0.006	0.021	0.013	0.042	-1.199
chr9	37636069	37636963	0.025	0.017	0.05	0.034	0.442
chr9	37656630	37657636	0.019	0.015	0.063	0.032	0.809
chr9	37689727	37690635	0.019	0.01	0.038	0.019	0.716
chr9	37758687	37759548	0.006	0.004	0.013	0.01	0.192
chr9	37762309	37763140	0	0.012	0	0.021	-1.65
chr9	37782618	37783482	0.006	0.013	0.013	0.026	-0.656
chr9	37932370	37933187	0.013	0.013	0.025	0.026	-0.054
chr9	38542714	38543643	0.019	0.002	0.057	0.006	2.054
chr9	38717981	38718680	0	0.016	0	0.026	-1.849
chr9	38719483	38720054	0	0.005	0	0.008	-0.877
chr9	39184227	39185104	0.006	0.005	0.013	0.011	0.126
chr9	39508857	39509726	0.025	0.01	0.05	0.02	1.008
chr9	39586731	39587678	0	0.006	0	0.011	-1.049
chr9	39603961	39604861	0.006	0.005	0.013	0.01	0.159
chr9	39611734	39612585	0.013	0.007	0.038	0.013	1.082
chr9	39708306	39709235	0	0.006	0	0.012	-1.143
chr9	39917462	39918307	0.013	0.003	0.063	0.008	1.989
chr9	40116625	40117467	0.013	0.003	0.038	0.007	1.492
chr9	40191958	40192797	0.019	0.022	0.05	0.047	0.083
chr9	40227946	40228788	0.006	0.007	0.013	0.017	-0.244
chr9	40269006	40269875	0	0.005	0	0.009	-0.913
chr9	40321016	40321874	0.025	0.003	0.044	0.008	1.593
chr9	40330368	40331280	0.013	0.01	0.025	0.02	0.252
chr9	40333300	40334193	0.013	0.005	0.025	0.012	0.671
chr9	40350364	40351262	0.013	0.004	0.038	0.008	1.415
chr9	40358187	40359087	0.013	0.006	0.025	0.012	0.671
chr9	40381768	40382712	0.019	0.006	0.038	0.012	1.112
chr9	40390562	40391396	0.013	0.004	0.025	0.01	0.797
chr9	40392024	40392970	0.013	0.009	0.025	0.02	0.229
chr9	40396853	40397767	0.025	0.011	0.05	0.024	0.82
chr9	40407833	40408806	0.013	0.004	0.025	0.013	0.582
chr9	40414924	40415570	0.025	0.007	0.05	0.014	1.333
chr9	40455524	40456295	0.006	0.003	0.013	0.006	0.535
chr9	40537446	40538358	0.006	0.007	0.013	0.021	-0.454
chr9	40567912	40568784	0.006	0.005	0.013	0.009	0.227
chr9	40583254	40584190	0.038	0.013	0.082	0.027	1.312
chr9	40616158	40617033	0.006	0.013	0.013	0.025	-0.617
chr9	40627857	40628735	0.013	0.005	0.019	0.009	0.581
chr9	40635852	40636804	0.006	0.007	0.013	0.012	0.062
chr9	40638141	40639007	0.006	0.003	0.013	0.007	0.452
chr9	40685612	40686553	0.006	0.004	0.013	0.007	0.412
chr9	40730548	40731440	0.006	0.002	0.025	0.004	1.358
chr9	40750023	40750940	0	0.005	0	0.01	-1.016
chr9	40757344	40758237	0	0.007	0	0.013	-1.232
chr9	40800530	40801491	0.031	0.033	0.069	0.078	-0.154
chr9	40807558	40808452	0	0.002	0	0.006	-0.64
chr9	40821417	40822274	0	0.004	0	0.007	-0.763
chr9	40834272	40835140	0.013	0.006	0.019	0.013	0.327
chr9	40873547	40874431	0	0.003	0	0.007	-0.802
chr9	40989624	40990546	0.013	0.006	0.025	0.013	0.611
chr9	41028208	41029125	0.013	0.006	0.031	0.012	0.939
chr9	41044306	41045127	0	0.006	0	0.012	-1.143
chr9	41053983	41054858	0.006	0.007	0.013	0.015	-0.167
chr9	41149161	41149802	0	0.003	0	0.005	-0.551
chr9	41157280	41158271	0.013	0.004	0.025	0.009	0.901
chr9	41182321	41183187	0.006	0.004	0.013	0.008	0.298
chr9	41190793	41191688	0.006	0.012	0.013	0.026	-0.674
chr9	41207275	41208146	0.013	0.021	0.031	0.047	-0.459
chr9	41212231	41213091	0	0.007	0	0.014	-1.26
chr9	41228490	41229366	0.044	0.007	0.088	0.015	1.952
chr9	41273144	41273877	0	0.003	0	0.007	-0.723
chr9	41461507	41462376	0	0.008	0	0.017	-1.419
chr9	41463909	41464828	0.006	0.003	0.025	0.008	0.974
chr9	41474286	41475183	0	0.005	0	0.01	-0.983
chr9	41791291	41792141	0.013	0.007	0.025	0.011	0.733
chr9	41860470	41861326	0	0.006	0	0.011	-1.049
chr9	41876650	41877355	0.006	0.005	0.006	0.009	-0.209
chr9	41890388	41891249	0	0.01	0	0.019	-1.539
chr9	41953361	41954238	0	0.004	0	0.009	-0.948
chr9	41974027	41974966	0.006	0.004	0.025	0.007	1.012
chr9	42071804	42072635	0	0.005	0	0.008	-0.877
chr9	42183189	42184035	0.013	0.005	0.025	0.009	0.865
chr9	42208194	42209083	0	0.007	0	0.013	-1.203
chr9	42240426	42241368	0.006	0.005	0.013	0.01	0.159
chr9	42263855	42264759	0.019	0.012	0.038	0.024	0.482
chr9	42326546	42327370	0.013	0.007	0.019	0.015	0.188
chr9	42381698	42382604	0	0.007	0	0.014	-1.26
chr9	42385607	42386521	0	0.003	0	0.008	-0.84
chr9	42471684	42472517	0	0.005	0	0.009	-0.948
chr9	42520430	42521313	0	0.007	0	0.019	-1.516
chr9	42549930	42550837	0.013	0.008	0.019	0.018	0.037
chr9	42572909	42573920	0.006	0.01	0.013	0.02	-0.432
chr9	42818931	42819786	0.006	0.001	0.013	0.003	0.82
chr9	42897285	42898106	0.025	0.007	0.044	0.013	1.26
chr9	42944379	42945286	0.013	0.01	0.025	0.026	-0.036
chr9	43105527	43106426	0.006	0.004	0.006	0.011	-0.345
chr9	43115802	43116427	0.006	0.004	0.006	0.007	-0.059
chr9	43141547	43142469	0.006	0.005	0.013	0.01	0.159
chr9	43210892	43211665	0.006	0.006	0.025	0.011	0.733
chr9	43221488	43222272	0.006	0.005	0.013	0.009	0.227
chr9	43239506	43240397	0	0.007	0	0.014	-1.288
chr9	43284063	43284955	0.025	0.013	0.057	0.026	0.868
chr9	43286547	43287509	0.019	0.008	0.038	0.018	0.787
chr9	43305687	43306571	0.006	0.005	0.013	0.011	0.126
chr9	43339391	43340255	0.038	0.007	0.075	0.013	1.893
chr9	43393859	43394710	0.013	0.003	0.025	0.007	1.051
chr9	43395057	43395875	0.006	0.004	0.013	0.007	0.373
chr9	43652695	43653578	0.006	0.003	0.025	0.007	1.091
chr9	43698137	43699128	0	0.008	0	0.018	-1.492
chr9	43708327	43709226	0.006	0.006	0.006	0.012	-0.439
chr9	43730249	43731073	0.006	0.006	0.013	0.009	0.227
chr9	43743361	43744283	0.013	0.008	0.025	0.019	0.298
chr9	43801731	43802609	0.006	0.005	0.019	0.015	0.215
chr9	43827258	43828076	0.006	0.003	0.013	0.007	0.373
chr9	43833059	43833984	0	0.003	0	0.006	-0.682
chr9	43845710	43846684	0	0.006	0	0.01	-1.016
chr9	43863649	43864470	0	0.003	0	0.007	-0.763
chr9	43919855	43920708	0.006	0.006	0.013	0.01	0.159
chr9	43952754	43953731	0.013	0.007	0.025	0.015	0.472
chr9	43984323	43985241	0.006	0.006	0.013	0.01	0.192
chr9	44066579	44067428	0.006	0.015	0.013	0.032	-0.882
chr9	44071834	44072411	0.006	0.005	0.013	0.009	0.227
chr9	44072511	44072936	0	0.004	0	0.007	-0.763
chr9	44084416	44085269	0.013	0.003	0.025	0.007	1.091
chr9	44106895	44107777	0.013	0.01	0.025	0.016	0.42
chr9	44113128	44114020	0.013	0.013	0.038	0.029	0.298
chr9	44125811	44126658	0	0.008	0	0.015	-1.342
chr9	44233668	44234551	0.031	0.024	0.057	0.05	0.157
chr9	44249226	44250132	0.025	0.01	0.05	0.021	0.964
chr9	44267706	44268576	0.006	0.008	0.006	0.019	-0.812
chr9	44287906	44288672	0.006	0.004	0.013	0.009	0.262
chr9	44305326	44306222	0.019	0.019	0.05	0.039	0.312
chr9	44319934	44320836	0	0.011	0	0.024	-1.773
chr9	44326231	44327180	0	0.006	0	0.013	-1.173
chr9	44334225	44335071	0.044	0.011	0.094	0.02	1.799
chr9	44343583	44344478	0	0.007	0	0.015	-1.315
chr9	44361258	44362080	0	0.005	0	0.01	-1.016
chr9	44379003	44379925	0.006	0.021	0.006	0.043	-1.696
chr9	44391191	44391944	0.006	0.003	0.013	0.005	0.624
chr9	44396485	44397381	0.013	0.01	0.038	0.02	0.648
chr9	44407100	44407963	0.006	0.006	0.025	0.014	0.554
chr9	44417624	44418544	0.013	0.013	0.019	0.028	-0.41
chr9	44453887	44454769	0	0.006	0	0.013	-1.173
chr9	44457081	44457983	0.006	0.004	0.013	0.008	0.298
chr9	44479576	44480572	0	0.008	0	0.015	-1.342
chr9	44482358	44483207	0	0.003	0	0.007	-0.723
chr9	44494207	44494921	0	0.004	0	0.007	-0.723
chr9	44511051	44511965	0	0.005	0	0.01	-1.016
chr9	44651848	44652686	0.013	0.005	0.025	0.01	0.797
chr9	44655117	44655696	0	0.004	0	0.007	-0.723
chr9	44684967	44686006	0.006	0.009	0.013	0.017	-0.269
chr9	44708118	44708810	0	0.005	0	0.009	-0.913
chr9	44721056	44721948	0	0.007	0	0.018	-1.492
chr9	44724174	44725065	0	0.003	0	0.007	-0.802
chr9	44772492	44773347	0.006	0.01	0.013	0.019	-0.341
chr9	44798890	44799814	0.031	0.007	0.044	0.017	1.015
chr9	44881042	44881943	0.025	0.027	0.063	0.054	0.189
chr9	44965201	44966141	0.013	0.009	0.019	0.016	0.162
chr9	45022572	45023457	0	0.006	0	0.011	-1.049
chr9	45048313	45049200	0.006	0.007	0.013	0.015	-0.14
chr9	45054947	45055875	0.013	0.006	0.025	0.013	0.582
chr9	45115553	45116401	0	0.005	0	0.009	-0.948
chr9	45121472	45122353	0.006	0.005	0.006	0.012	-0.439
chr9	45138213	45139187	0.006	0.004	0.013	0.01	0.192
chr9	45146009	45146888	0.006	0.007	0.013	0.015	-0.14
chr9	45221309	45222172	0.006	0.013	0.013	0.026	-0.693
chr9	45300175	45301081	0.019	0.013	0.025	0.028	-0.126
chr9	45317324	45318152	0	0.004	0	0.007	-0.763
chr9	45345237	45346111	0.025	0.006	0.05	0.011	1.511
chr9	45388347	45389266	0.006	0.012	0.013	0.027	-0.729
chr9	45407964	45408881	0.006	0.005	0.013	0.01	0.192
chr9	45411645	45412352	0	0.007	0	0.013	-1.173
chr9	45663134	45664006	0	0.005	0	0.01	-1.016
chr9	45754418	45755323	0.019	0.006	0.057	0.012	1.592
chr9	45828177	45829025	0	0.002	0	0.005	-0.551
chr9	45838104	45839025	0	0.007	0	0.012	-1.143
chr9	45906423	45907087	0.006	0.007	0.013	0.01	0.159
chr9	45936681	45937577	0	0.003	0	0.007	-0.723
chr9	45954785	45955587	0.006	0.008	0.013	0.014	-0.113
chr9	45984552	45985419	0	0.004	0	0.009	-0.913
chr9	45998799	45999643	0.013	0.005	0.025	0.01	0.831
chr9	46012190	46013087	0.006	0.015	0.013	0.032	-0.882
chr9	46229610	46230510	0.019	0.008	0.044	0.018	0.966
chr9	46246535	46247429	0.006	0.009	0.025	0.023	0.081
chr9	46272676	46273564	0	0.007	0	0.015	-1.315
chr9	46282560	46283457	0.013	0.005	0.025	0.01	0.831
chr9	46301846	46302723	0.013	0.012	0.025	0.025	0.021
chr9	46314173	46315098	0.025	0.016	0.05	0.03	0.585
chr9	46337722	46338639	0	0.012	0	0.023	-1.733
chr9	46350397	46351228	0	0.004	0	0.01	-1.016
chr9	46353803	46354599	0	0.008	0	0.014	-1.288
chr9	46392544	46393396	0.025	0.004	0.088	0.01	2.277
chr9	46735300	46736251	0.013	0.009	0.025	0.02	0.207
chr9	46814638	46815537	0.013	0.02	0.025	0.04	-0.521
chr9	46889737	46890649	0	0.007	0	0.017	-1.419
chr9	47060559	47061589	0.006	0.002	0.013	0.006	0.535
chr9	47357797	47358673	0	0.005	0	0.011	-1.049
chr9	47422605	47423492	0.006	0.005	0.013	0.013	0.002
chr9	47529731	47530526	0.019	0.012	0.05	0.024	0.839
chr9	47708024	47708888	0.031	0.004	0.063	0.008	1.989
chr9	47778307	47779281	0.013	0.002	0.025	0.004	1.31
chr9	47865437	47866333	0.006	0.002	0.013	0.007	0.373
chr9	48161566	48162474	0.025	0.005	0.057	0.01	1.753
chr9	48242159	48242983	0.006	0.005	0.006	0.01	-0.279
chr9	48257807	48258597	0.013	0.004	0.025	0.009	0.901
chr9	48266276	48267501	0.057	0.011	0.126	0.024	2.01
chr9	48354544	48355474	0.031	0.01	0.063	0.022	1.174
chr9	48466746	48467559	0	0.005	0	0.012	-1.113
chr9	48480154	48481021	0.019	0.014	0.038	0.025	0.443
chr9	48494906	48495796	0.013	0.008	0.031	0.015	0.71
chr9	48517135	48518052	0.006	0.001	0.013	0.003	0.82
chr9	48559567	48560411	0.006	0.008	0.006	0.015	-0.638
chr9	48586097	48586998	0	0.004	0	0.007	-0.763
chr9	48618371	48619182	0.006	0.007	0.013	0.012	0.032
chr9	48646002	48646867	0.006	0.002	0.013	0.005	0.624
chr9	48648901	48649795	0	0.004	0	0.009	-0.913
chr9	48739902	48740888	0.006	0.001	0.013	0.003	0.82
chr9	48835873	48836714	0.025	0.006	0.063	0.012	1.723
chr9	48893787	48894649	0	0.004	0	0.007	-0.802
chr9	48972264	48973190	0.006	0.007	0.025	0.015	0.499
chr9	48984758	48985665	0.05	0.04	0.101	0.093	0.097
chr9	49055185	49056075	0.013	0.01	0.025	0.023	0.081
chr9	49081209	49082082	0.006	0.004	0.013	0.008	0.298
chr9	49102226	49103101	0.019	0.002	0.05	0.005	1.997
chr9	49246717	49247582	0.013	0.002	0.044	0.006	1.794
chr9	49273356	49274233	0	0.003	0	0.007	-0.723
chr9	49340824	49341567	0	0.003	0	0.004	-0.504
chr9	49485640	49486385	0.006	0.008	0.013	0.018	-0.293
chr9	49488717	49489656	0.006	0.007	0.013	0.014	-0.085
chr9	49493718	49494624	0.006	0.01	0.013	0.02	-0.432
chr9	49873374	49874301	0.013	0.004	0.025	0.009	0.901
chr9	49915108	49916045	0.006	0.005	0.013	0.009	0.227
chr9	49975787	49976677	0	0.005	0	0.01	-1.016
chr9	49989677	49990574	0.006	0.009	0.013	0.019	-0.364
chr9	50005480	50006441	0	0.005	0	0.011	-1.081
chr9	50064554	50065456	0.013	0.005	0.025	0.011	0.765
chr9	50305721	50306631	0.006	0.004	0.025	0.007	1.012
chr9	50320443	50321310	0.006	0.004	0.013	0.007	0.412
chr9	50425811	50426640	0.006	0.005	0.013	0.01	0.192
chr9	50437794	50438645	0	0.008	0	0.02	-1.562
chr9	50443749	50444643	0.019	0.01	0.031	0.019	0.535
chr9	50448799	50449679	0	0.005	0	0.011	-1.081
chr9	50452163	50453039	0.019	0.017	0.038	0.035	0.089
chr9	50462656	50463551	0.006	0.008	0.006	0.016	-0.664
chr9	50522158	50523029	0.006	0.004	0.013	0.011	0.094
chr9	50528106	50529022	0.019	0.032	0.063	0.068	-0.095
chr9	50539673	50540578	0.013	0.007	0.025	0.016	0.446
chr9	50554389	50555283	0.025	0.014	0.05	0.027	0.706
chr9	50603454	50604348	0.019	0.011	0.038	0.021	0.605
chr9	50616692	50617719	0.019	0.008	0.05	0.018	1.124
chr9	50670471	50671290	0.013	0.004	0.019	0.009	0.581
chr9	50698501	50699405	0	0.004	0	0.011	-1.049
chr9	50700710	50701524	0	0.002	0	0.007	-0.723
chr9	50727629	50728493	0	0.005	0	0.013	-1.232
chr9	50734738	50735751	0	0.006	0	0.014	-1.288
chr9	50738998	50739879	0.025	0.018	0.044	0.04	0.099
chr9	50752503	50753393	0	0.009	0	0.017	-1.419
chr9	50767898	50768809	0	0.013	0	0.026	-1.831
chr9	50856499	50857361	0.006	0.006	0.013	0.01	0.159
chr9	50885118	50886022	0.006	0.004	0.013	0.009	0.227
chr9	50893411	50894278	0.006	0.007	0.013	0.013	0.002
chr9	50976244	50977074	0.006	0.003	0.013	0.006	0.493
chr9	51008736	51009635	0.025	0.028	0.101	0.055	0.76
chr9	51076610	51077562	0.006	0.014	0.006	0.031	-1.337
chr9	51101495	51102362	0.013	0.003	0.025	0.008	0.974
chr9	51136761	51137670	0	0.008	0	0.017	-1.444
chr9	51152095	51153006	0.006	0.01	0.006	0.023	-1.009
chr9	51161561	51162411	0.006	0.009	0.013	0.015	-0.14
chr9	51180393	51181275	0.006	0.007	0.013	0.016	-0.219
chr9	51278285	51279085	0.013	0.022	0.025	0.043	-0.599
chr9	51292421	51293305	0.006	0.009	0.013	0.019	-0.341
chr9	51335041	51335948	0.019	0.012	0.05	0.024	0.82
chr9	51764821	51765715	0.025	0.02	0.063	0.04	0.531
chr9	51795056	51795893	0.013	0.005	0.025	0.01	0.831
chr9	51837559	51838437	0	0.003	0	0.005	-0.551
chr9	51908711	51909611	0	0.007	0	0.013	-1.232
chr9	51963029	51963830	0.013	0.009	0.025	0.015	0.472
chr9	51977099	51977996	0	0.011	0	0.022	-1.692
chr9	51985585	51986513	0.006	0.005	0.013	0.008	0.335
chr9	52047708	52048590	0	0.01	0	0.021	-1.65
chr9	52098389	52099267	0.006	0.012	0.013	0.025	-0.617
chr9	52113805	52114668	0.006	0.004	0.006	0.009	-0.245
chr9	52168111	52168545	0.013	0.005	0.019	0.009	0.581
chr9	52168635	52169068	0.019	0.009	0.044	0.014	1.146
chr9	52287052	52287937	0.031	0.006	0.063	0.011	1.785
chr9	52298024	52298831	0.006	0.009	0.013	0.019	-0.341
chr9	52678109	52679007	0	0.006	0	0.012	-1.113
chr9	53143862	53144850	0.019	0.006	0.05	0.013	1.361
chr9	53247744	53248604	0.038	0.027	0.069	0.059	0.198
chr9	53254150	53255122	0.025	0.004	0.05	0.008	1.752
chr9	53257582	53258553	0.006	0.004	0.013	0.01	0.192
chr9	53384016	53384831	0.031	0.022	0.107	0.042	1.16
